"Title: Births Financed by Medicaid | KFF"
"Timeframe: 2018"
"Location","Number of Births Financed by Medicaid","Percent of Births Financed by Medicaid"
"United States","1,595,763","0.4208555397"
"Alabama","28,434","0.4922698707"
"Alaska","3,901","0.3867737458"
"Arizona","40,620","0.5032023091"
"Arkansas","17,094","0.4617753525"
"California","189,747","0.4170997098"
"Colorado","24,320","0.3867376958"
"Connecticut","12,912","0.3718358531"
"Delaware","4,718","0.4442142924"
"District of Columbia","3,902","0.4235779418"
"Florida","106,507","0.4807530852"
"Georgia","58,835","0.4663078972"
"Hawaii","5,762","0.3395003535"
"Idaho","7,490","0.3499509415"
"Illinois","56,510","0.3902220074"
"Indiana","31,973","0.3916052225"
"Iowa","14,983","0.3965330157"
"Kansas","11,328","0.312401754"
"Kentucky","25,756","0.477652906"
"Louisiana","37,237","0.624624675"
"Maine","4,836","0.3928194298"
"Maryland","28,419","0.3998171075"
"Massachusetts","20,653","0.2988467493"
"Michigan","44,633","0.4056365421"
"Minnesota","21,933","0.3256860299"
"Mississippi","22,730","0.6143243243"
"Missouri","28,529","0.3893734049"
"Montana","4,788","0.4158777035"
"Nebraska","8,777","0.3443581293"
"Nevada","16,365","0.4586346057"
"New Hampshire","2,950","0.2459358066"
"New Jersey","30,965","0.3059087362"
"New Mexico","12,242","0.531359868"
"New York","108,831","0.4810465085"
"North Carolina","50,123","0.4213645611"
"North Dakota","2,497","0.23476871"
"Ohio","54,053","0.39999556"
"Oklahoma","25,550","0.5130522088"
"Oregon","18,515","0.4388688727"
"Pennsylvania","45,570","0.3358811259"
"Rhode Island","5,226","0.49743004"
"South Carolina","27,681","0.4884681219"
"South Dakota","3,516","0.2956360885"
"Tennessee","37,944","0.4698889178"
"Texas","176,219","0.4654195191"
"Utah","11,184","0.2369039802"
"Vermont","2,271","0.418078056"
"Virginia","29,927","0.2997405927"
"Washington","32,999","0.3833304292"
"West Virginia","8,628","0.4728189391"
"Wisconsin","23,115","0.3606196761"
"Wyoming","2,065","0.3146906431"

"Sources"
"KFF analysis of Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2023, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed [here.](http://wonder.cdc.gov/natality-expanded-current.html)"

"Definitions"
"*N/A*: Data not available."


